Erster	ADJA	erst
Sie	PPER	Sie
begleiten	VVINF	begleiten
sollte	VMFIN	sollen
,	$,	,
mein	PPOSAT	mein
Herr	NN	Herr
,	$,	,
geht	VVFIN	gehen
dahin	PAV	dahin
.	$.	.
LELIO	NE	Lelio
.	$.	.
Zum	APPRART	zu
Teufel	NN	Teufel
,	$,	,
mit	APPR	mit
deinem	PPOSAT	dein
Kränzchen	NN	Kränzchen
!	$.	!
–	ADJA	–
–	NN	–
Aber	KON	aber
ist	VAFIN	sein
das	PDS	die
nicht	PTKNEG	nicht
Herr	NN	Herr
Staleno	NE	Staleno
selbst	ADV	selbst
,	$,	,
den	PRELS	die
ich	PPER	ich
hier	ADV	hier
kommen	VVINF	kommen
sehe	VVFIN	sehen
?	$.	?
Sechster	ADJA	sechst
Auftritt	NN	Auftritt
Staleno	NE	Staleno
.	$.	.
Lelio	NE	Lelio
.	$.	.
Maskarill	NE	Maskarill
.	$.	.
LELIO	NE	Lelio
.	$.	.
Mein	PPOSAT	mein
Herr	NN	Herr
,	$,	,
ich	PPER	ich
wollte	VMFIN	wollen
mir	PPER	ich
eben	ADV	eben
jetzt	ADV	jetzt
die	ART	die
Freiheit	NN	Freiheit
nehmen	VVINF	nehmen
,	$,	,
Sie	PPER	Sie
aufzusuchen	VVIZU	aufsuchen
.	$.	.
Ich	PPER	ich
habe	VAFIN	haben
vom	APPRART	von
Herrn	NN	Herr
Philto	NN	Philto
die	ART	die
gütigen	ADJA	gütig
Gesinnungen	NN	Gesinnung
Ihres	PPOSAT	ihr
Mündels	NN	Mündel
gegen	APPR	gegen
meine	PPOSAT	mein
Schwester	NN	Schwester
erfahren	VVPP	erfahren
.	$.	.
Halten	VVFIN	halten
Sie	PPER	Sie
mich	PRF	ich
nicht	PTKNEG	nicht
für	APPR	für
so	ADV	so
verwildert	VVPP	verwildern
,	$,	,
daß	KOUS	dass
es	PPER	es
mich	PRF	ich
nicht	PTKNEG	nicht
außerordentlich	ADJD	außerordentlich
schmerzen	VVINF	schmerzen
würde	VAFIN	werden
,	$,	,
wenn	KOUS	wenn
sie	PPER	sie
durch	APPR	durch
mein	PPOSAT	mein
Verschulden	NN	Verschulden
fruchtlos	ADJD	fruchtlos
bleiben	VVINF	bleiben
sollten	VMFIN	sollen
.	$.	.
Es	PPER	es
ist	VAFIN	sein
wahr	ADJD	wahr
,	$,	,
meine	PPOSAT	mein
Ausschweifungen	NN	Ausschweifung
haben	VAFIN	haben
mich	PRF	ich
entsetzlich	ADJD	entsetzlich
herunter	ADV	herunter
gebracht	VVPP	bringen
;	$.	;
allein	ADV	allein
,	$,	,
die	PRELS	die
mir	PRF	ich
drohende	ADJA	drohend
Armut	NN	Armut
schreckt	VVFIN	schrecken
mich	PRF	ich
weit	ADJD	weit
weniger	PIS	wenige
,	$,	,
als	KOUS	als
der	ART	die
Vorwurf	NN	Vorwurf
,	$,	,
den	PRELS	die
ich	PPER	ich
mir	PRF	ich
wegen	APPR	wegen
einer	ART	eine
geliebten	ADJA	geliebt
Schwester	NN	Schwester
machen	VVINF	machen
müßte	VMFIN	müssen
,	$,	,
wenn	KOUS	wenn
ich	PPER	ich
nicht	PTKNEG	nicht
alles	PIS	alle
hervor	PTKVZ	hervor
suchte	VVFIN	suchen
,	$,	,
das	ART	die
Unglück	NN	Unglück
,	$,	,
das	PRELS	die
ich	PPER	ich
ihr	PPOSAT	ihr
durch	APPR	durch
meine	PPOSAT	mein
Torheit	NN	Torheit
zugezogen	VVPP	zuziehen
,	$,	,
so	ADV	so
viel	ADV	viel
als	KOKOM	als
noch	ADV	noch
möglich	ADJD	möglich
,	$,	,
von	APPR	von
ihr	PPER	ihr
abzuwenden	VVIZU	abwenden
.	$.	.
Überwegen	NN	Überweg
Sie	PPER	Sie
also	ADV	also
,	$,	,
Herr	NN	Herr
Staleno	NE	Staleno
,	$,	,
ob	KOUS	ob
das	ART	die
Anerbieten	NN	Anerbieten
,	$,	,
welches	PRELS	welche
ich	PPER	ich
jetzt	ADV	jetzt
tun	VVINF	tun
will	VMFIN	wollen
,	$,	,
einige	PIAT	einige
Aufmerksamkeit	NN	Aufmerksamkeit
verdienen	VVINF	verdienen
kann	VMFIN	können
.	$.	.
Vielleicht	ADV	vielleicht
ist	VAFIN	sein
es	PPER	es
Ihnen	PPER	Sie
nicht	PTKNEG	nicht
unbekannt	ADJD	unbekannt
,	$,	,
daß	KOUS	dass
mir	PPER	ich
eine	ART	eine
alte	ADJA	alt
Pate	NN	Pate
ein	ART	eine
so	ADV	so
ziemlich	ADV	ziemlich
beträchtliches	ADJA	beträchtlich
Vorwerk	NN	Vorwerk
in	APPR	in
ihrem	PPOSAT	ihr
Testamente	NN	Testament
hinterließ	VVFIN	hinterlassen
.	$.	.
Dieses	PDS	diese
habe	VAFIN	haben
ich	PPER	ich
noch	ADV	noch
;	$.	;
nur	ADV	nur
daß	KOUS	dass
,	$,	,
–	ADJA	–
–	NN	–
wie	KOKOM	wie
Sie	PPER	Sie
leicht	ADJD	leicht
vermuten	VVINF	vermuten
können	VMINF	können
,	$,	,
–	ADJA	–
–	NN	–
einige	PIAT	einige
Schulden	NN	Schuld
darauf	PAV	darauf
haften	VVFIN	haften
,	$,	,
deren	PRELAT	die
ohngeachtet	VVFIN	ohngeachtet
es	PPER	es
jährlich	ADJD	jährlich
noch	ADV	noch
so	ADV	so
viel	ADV	viel
einbringt	VVFIN	einbringen
,	$,	,
daß	KOUS	dass
ich	PPER	ich
notdürftig	ADJD	notdürftig
davon	PAV	davon
leben	VVINF	leben
könnte	VMFIN	können
.	$.	.
Ich	PPER	ich
will	VMFIN	wollen
es	PPER	es
meiner	PPOSAT	mein
Schwester	NN	Schwester
mit	APPR	mit
Vergnügen	NN	Vergnügen
abtreten	VVINF	abtreten
.	$.	.
Ihr	PPOSAT	ihr
Mündel	NN	Mündel
hat	VAFIN	haben
Geld	NN	Geld
genug	ADV	genug
,	$,	,
daß	KOUS	dass
er	PPER	er
es	PPER	es
frei	ADJD	frei
machen	VVINF	machen
,	$,	,
und	KON	und
ansehnliche	ADJA	ansehnlich
Verbesserungen	NN	Verbesserung
,	$,	,
deren	PRELAT	die
es	PPER	es
fähig	ADJD	fähig
ist	VAFIN	sein
,	$,	,
damit	KOUS	damit
vornehmen	ADJA	vornehm
kann	VMFIN	können
.	$.	.
Es	PPER	es
würde	VAFIN	werden
alsdann	ADJD	alsdann
als	KOKOM	als
keine	PIAT	keine
unebene	ADJA	uneben
Aussteuer	NN	Aussteuer
anzusehen	VVIZU	ansehen
sein	VAINF	sein
,	$,	,
an	APPR	an
deren	PRELAT	die
Mangel	NN	Mangel
,	$,	,
wie	KOUS	wie
mir	PPER	ich
Herr	NN	Herr
Philto	NN	Philto
gesagt	VVPP	sagen
hat	VAFIN	haben
,	$,	,
Sie	PPER	Sie
sich	PRF	sich
einzig	ADJD	einzig
und	KON	und
allein	ADV	allein
stoßen	VVINF	stoßen
.	$.	.
MASKARILL	NE	MASKARILL
sachte	ADV	sachte
zum	APPRART	zu
Lelio	NE	Lelio
.	$.	.
Sind	VAFIN	sein
Sie	PPER	Sie
nicht	PTKNEG	nicht
klug	ADJD	klug
,	$,	,
Herr	NN	Herr
Lelio	NE	Lelio
?	$.	?
–	NN	–
LELIO	NE	Lelio
.	$.	.
Schweig	VVIMP	schweigen
!	$.	!
MASKARILL	NE	MASKARILL
.	$.	.
Das	ART	die
einzige	ADJA	einzig
,	$,	,
was	PRELS	was
Ihnen	PPER	Sie
noch	ADV	noch
übrig	ADJD	übrig
ist	VAFIN	sein
,	$,	,
–	ADJA	–
–	NN	–
LELIO	NE	Lelio
.	$.	.
Habe	VAFIN	haben
ich	PPER	ich
dir	PRF	du
Rechenschaft	NN	Rechenschaft
zu	PTKZU	zu
geben	VVINF	geben
?	$.	?
–	ADJA	–
–	NN	–
MASKARILL	NE	MASKARILL
.	$.	.
Wollen	VMFIN	wollen
Sie	PPER	Sie
denn	ADV	denn
hernach	ADV	hernach
betteln	VVINF	betteln
gehen	VVINF	gehen
?	$.	?
LELIO	NE	Lelio
.	$.	.
Ich	PPER	ich
will	VMFIN	wollen
tun	VVINF	tun
,	$,	,
was	PWS	was
ich	PPER	ich
will	VMFIN	wollen
.	$.	.
–	NN	–
STALENO	NE	STALENO
bei	APPR	bei
Seite	NN	Seite
.	$.	.
Ich	PPER	ich
merke	VVFIN	merken
schon	ADV	schon
.	$.	.
–	ADJA	–
Ja	NN	Ja
wohl	ADV	wohl
,	$,	,
Herr	NN	Herr
Lelio	NE	Lelio
,	$,	,
mußte	VMFIN	müssen
ich	PPER	ich
mich	PRF	ich
an	APPR	an
den	ART	die
gänzlichen	ADJA	gänzlich
Mangel	NN	Mangel
der	ART	die
Aussteuer	NN	Aussteuer
stoßen	VVINF	stoßen
,	$,	,
so	ADV	so
gern	ADV	gern
ich	PPER	ich
auch	ADV	auch
sonst	ADV	sonst
diese	PDAT	dies
Heirat	NN	Heirat
gesehen	VVPP	sehen
hätte	VAFIN	haben
.	$.	.
Wenn	KOUS	wenn
es	PPER	es
Ihnen	PPER	Sie
also	ADV	also
mit	APPR	mit
dem	ART	die
getanen	ADJA	getan
Vorschlage	NN	Vorschlag
ein	ART	eine
Ernst	NE	Ernst
wäre	VAFIN	sein
,	$,	,
so	ADV	so
wollte	VMFIN	wollen
ich	PPER	ich
mich	PRF	ich
wohl	ADV	wohl
noch	ADV	noch
besinnen	VVINF	besinnen
.	$.	.
LELIO	NE	Lelio
.	$.	.
Es	PPER	es
ist	VAFIN	sein
mein	PPOSAT	mein
völliger	ADJA	völlig
Ernst	NN	Ernst
,	$,	,
Herr	NN	Herr
Staleno	NE	Staleno
.	$.	.
MASKARILL	NE	MASKARILL
.	$.	.
So	ADV	so
nehmen	VVFIN	nehmen
Sie	PPER	Sie
doch	ADV	doch
Ihr	PPOSAT	ihr
Wort	NN	Wort
wieder	ADV	wieder
zurück	PTKVZ	zurück
!	$.	!
LELIO	NE	Lelio
.	$.	.
Wirst	VAFIN	werden
du	PPER	du
–	ADJA	–
–	NN	–
MASKARILL	NE	MASKARILL
.	$.	.
Bedenken	VVFIN	bedenken
Sie	PPER	Sie
doch	ADV	doch
nur	ADV	nur
–	ADJA	–
LELIO	NE	Lelio
.	$.	.
Noch	ADV	noch
ein	ART	eine
Wort	NN	Wort
!	$.	!
STALENO	NE	STALENO
.	$.	.
Vor	APPR	vor
allen	PIAT	alle
Dingen	NN	Ding
aber	ADV	aber
,	$,	,
Herr	NN	Herr
Lelio	NE	Lelio
,	$,	,
müßten	VMFIN	müssen
Sie	PPER	Sie
mir	PRF	ich
einen	ART	eine
Anschlag	NN	Anschlag
von	APPR	von
dem	ART	die
Vorwerke	NN	Vorwerke
,	$,	,
und	KON	und
ein	ART	eine
aufrichtiges	ADJA	aufrichtig
Verzeichnis	NN	Verzeichnis
von	APPR	von
allen	PIAT	alle
Schulden	NN	Schuld
,	$,	,
die	PRELS	die
Sie	PPER	Sie
darauf	PAV	darauf
haben	VAFIN	haben
,	$,	,
geben	VVINF	geben
.	$.	.
Eher	ADV	eher
läßt	VVFIN	lassen
sich	PRF	sich
nichts	PIS	nichts
sagen	VVINF	sagen
.	$.	.
–	ADJA	–
–	NN	–
LELIO	NE	Lelio
.	$.	.
Gut	ADJD	gut
,	$,	,
ich	PPER	ich
will	VMFIN	wollen
sogleich	ADV	sogleich
gehen	VVINF	gehen
und	KON	und
beides	PIS	beide
aufsetzen	VVFIN	aufsetzen
.	$.	.
–	NN	–
Wann	PWAV	wann
kann	VMFIN	können
ich	PPER	ich
Sie	PPER	Sie
wieder	ADV	wieder
sprechen	VVINF	sprechen
?	$.	?
STALENO	NE	STALENO
.	$.	.
Sie	PPER	Sie
werden	VAFIN	werden
mich	PRF	ich
immer	ADV	immer
zu	APPR	zu
Hause	NN	Haus
treffen	VVINF	treffen
.	$.	.
LELIO	NE	Lelio
.	$.	.
Leben	VVFIN	leben
Sie	PPER	Sie
wohl	ADV	wohl
unterdessen	ADV	unterdessen
.	$.	.
Geht	VVFIN	gehen
ab	PTKVZ	ab
.	$.	.
Siebenter	ADJA	Siebenter
Auftritt	NN	Auftritt
Staleno	NE	Staleno
.	$.	.
Maskarill	NE	Maskarill
.	$.	.
MASKARILL	NE	MASKARILL
bei	APPR	bei
Seite	NN	Seite
.	$.	.
Jetzt	ADV	jetzt
muß	VMFIN	müssen
ich	PPER	ich
ihm	PPER	er
wider	APPR	wider
seinen	PPOSAT	sein
Willen	NN	Wille
einen	ART	eine
guten	ADJA	gut
Dienst	NN	Dienst
tun	VVINF	tun
.	$.	.
Wie	KOUS	wie
fange	VVFIN	fangen
ichs	ADJD	ichs
an	PTKVZ	an
?	$.	?
Pst	NN	Pst
!	$.	!
–	ADJA	–
–	ADJA	–
Verziehen	NN	Verziehen
Sie	PPER	Sie
doch	ADV	doch
noch	ADV	noch
einen	ART	eine
Augenblick	NN	Augenblick
,	$,	,
Herr	NN	Herr
Staleno	NE	Staleno
–	ADJA	–
–	NN	–
STALENO	NE	STALENO
.	$.	.
Was	PWS	was
gibts	NN	gibts
?	$.	?
MASKARILL	NE	MASKARILL
.	$.	.
Ich	PPER	ich
sehe	VVFIN	sehen
Sie	PPER	Sie
für	APPR	für
einen	ART	eine
Mann	NN	Mann
an	PTKVZ	an
,	$,	,
der	PRELS	die
eine	ART	eine
wohl	ADV	wohl
gemeinte	ADJA	gemeint
Warnung	NN	Warnung
,	$,	,
wie	KOUS	wie
es	PPER	es
sich	PRF	sich
gehört	VVFIN	gehören
,	$,	,
zu	PTKZU	zu
schätzen	VVINF	schätzen
weiß	VVFIN	wissen
.	$.	.
STALENO	NE	STALENO
.	$.	.
Du	PPER	du
siehst	VVFIN	sehen
mich	PRF	ich
für	APPR	für
das	PDS	die
an	PTKVZ	an
,	$,	,
was	PWS	was
ich	PPER	ich
bin	VAFIN	sein
.	$.	.
MASKARILL	NE	MASKARILL
.	$.	.
Und	KON	und
für	APPR	für
einen	ART	eine
Mann	NN	Mann
,	$,	,
welcher	PRELS	welche
nicht	PTKNEG	nicht
glaubt	VVFIN	glauben
,	$,	,
daß	KOUS	dass
ein	ART	eine
Bedienter	NN	Bediente
seinen	PPOSAT	sein
Herrn	NN	Herr
eben	ADV	eben
verrate	VVFIN	verraten
,	$,	,
wenn	KOUS	wenn
er	PPER	er
nicht	PTKNEG	nicht
überall	ADV	überall
mit	APPR	mit
ihm	PPER	er
in	APPR	in
Ein	ART	eine
Horn	NN	Horn
blasen	VVINF	blasen
will	VMFIN	wollen
.	$.	.
STALENO	NE	STALENO
.	$.	.
Ei	NN	Ei
freilich	ADV	freilich
muß	VMFIN	müssen
sich	PRF	sich
ein	ART	eine
Diener	NN	Diener
des	ART	die
Bösen	NN	Böse
,	$,	,
das	PRELS	die
sein	PPOSAT	sein
Herr	NN	Herr
tut	VVFIN	tun
,	$,	,
so	ADV	so
wenig	PIS	wenige
als	KOKOM	als
möglich	ADJD	möglich
teilhaftig	ADJD	teilhaftig
machen	VVINF	machen
.	$.	.
–	NN	–
–	ADJD	–
Aber	KON	aber
wozu	PWAV	wozu
sagst	VVFIN	sagen
du	PPER	du
das	PDS	die
?	$.	?
Hat	VAFIN	haben
Lelio	NE	Lelio
wider	APPR	wider
mich	PPER	ich
etwas	ADV	etwas
im	APPRART	in
Sinne	NN	Sinn
?	$.	?
MASKARILL	NE	MASKARILL
.	$.	.
Sein	VAINF	sein
Sie	PPER	Sie
auf	APPR	auf
Ihrer	PPOSAT	ihr
Hut	NN	Hut
:	$.	:
ich	PPER	ich
bitte	VVFIN	bitten
Sie	PPER	Sie
,	$,	,
ich	PPER	ich
beschwöre	VVFIN	beschwören
Sie	PPER	Sie
!	$.	!
Bei	APPR	bei
allem	PIS	alle
beschwöre	VVFIN	beschwören
ich	PPER	ich
Sie	PPER	Sie
,	$,	,
was	PRELS	was
Ihnen	PPER	Sie
auf	APPR	auf
der	ART	die
Welt	NN	Welt
lieb	ADJD	lieb
ist	VAFIN	sein
:	$.	:
bei	APPR	bei
der	ART	die
Wohlfahrt	NN	Wohlfahrt
Ihres	PPOSAT	ihr
Mündels	NN	Mündel
;	$.	;
bei	APPR	bei
der	ART	die
Ehre	NN	Ehre
Ihrer	PPOSAT	ihr
grauen	ADJA	grau
Haare	NN	Haar
.	$.	.
STALENO	NE	STALENO
.	$.	.
Du	PPER	du
sprichst	VVFIN	sprechen
auch	ADV	auch
wirklich	ADJD	wirklich
,	$,	,
wie	KOUS	wie
ein	ART	eine
Beschwörer	NN	Beschwörer
.	$.	.
–	NN	–
–	ADJD	–
Aber	KON	aber
weswegen	PWAV	weswegen
soll	VMFIN	sollen
ich	PPER	ich
auf	APPR	auf
meiner	PPOSAT	mein
Hut	NN	Hut
sein	VAINF	sein
?	$.	?
MASKARILL	NE	MASKARILL
.	$.	.
Des	ART	die
Anerbietens	NN	Anerbietens
wegen	APPO	wegen
,	$,	,
das	PRELS	die
Ihnen	PPER	Sie
Lelio	NE	Lelio
getan	VVPP	tun
hat	VAFIN	haben
.	$.	.
STALENO	NE	STALENO
.	$.	.
Und	KON	und
wie	KOUS	wie
so	ADV	so
?	$.	?
MASKARILL	NE	MASKARILL
.	$.	.
Kurz	ADJD	kurz
,	$,	,
Sie	PPER	Sie
und	KON	und
Ihr	PPOSAT	ihr
Mündel	NN	Mündel
sind	VAFIN	sein
verlorne	ADJA	verlorne
Leute	NN	Leute
,	$,	,
wenn	KOUS	wenn
Sie	PPER	Sie
das	ART	die
Vorwerk	NN	Vorwerk
annehmen	VVINF	annehmen
.	$.	.
Denn	KON	denn
erstlich	ADJD	erstlich
muß	VMFIN	müssen
ich	PPER	ich
Ihnen	PPER	Sie
nur	ADV	nur
sagen	VVINF	sagen
,	$,	,
daß	KOUS	dass
er	PPER	er
fast	ADV	fast
eben	ADV	eben
so	ADV	so
viel	ADV	viel
darauf	PAV	darauf
schuldig	ADJD	schuldig
ist	VAFIN	sein
,	$,	,
als	KOUS	als
der	ART	die
ganze	ADJA	ganz
Bettel	VVIMP	betteln
etwa	ADV	etwa
wert	ADJD	wert
sein	VAINF	sein
mag	VMFIN	mögen
.	$.	.
STALENO	NE	STALENO
.	$.	.
Je	ADV	je
nun	ADV	nun
,	$,	,
Maskarill	NE	Maskarill
,	$,	,
wenn	KOUS	wenn
es	PPER	es
nur	ADV	nur
fast	ADV	fast
so	ADV	so
viel	ADV	viel
ist	VAFIN	sein
–	ADJA	–
–	NN	–
MASKARILL	NE	MASKARILL
.	$.	.
Schon	ADV	schon
recht	ADJD	recht
,	$,	,
so	ADV	so
kömmt	VVFIN	kömmt
doch	ADV	doch
noch	ADV	noch
etwas	PIS	etwas
dabei	PAV	dabei
heraus	PTKVZ	heraus
.	$.	.
–	ADJA	–
–	NN	–
Aber	KON	aber
hören	VVFIN	hören
Sie	PPER	Sie
nur	ADV	nur
,	$,	,
was	PRELS	was
ich	PPER	ich
nun	ADV	nun
sagen	VVINF	sagen
will	VMFIN	wollen
.	$.	.
Der	ART	die
Boden	NN	Boden
,	$,	,
worauf	PWAV	worauf
das	ART	die
Vorwerk	NN	Vorwerk
liegt	VVFIN	liegen
,	$,	,
muß	VMFIN	müssen
gleich	ADJD	gleich
die	ART	die
Gegend	NN	Gegend
sein	VAINF	sein
,	$,	,
in	APPR	in
welcher	PRELS	welche
aller	PIAT	alle
Fluch	NN	Fluch
,	$,	,
der	PRELS	die
jemals	ADV	jemals
über	APPR	über
die	ART	die
Erde	NN	Erde
ausgesprochen	VVPP	aussprechen
worden	VAPP	werden
,	$,	,
zusammen	ADV	zusammen
geflossen	VVPP	fließen
ist	VAFIN	sein
.	$.	.
STALENO	NE	STALENO
.	$.	.
Du	PPER	du
erschreckst	VVFIN	erschreckst
mich	PRF	ich
.	$.	.
–	ADJA	–
–	NN	–
MASKARILL	NE	MASKARILL
.	$.	.
Wenn	KOUS	wenn
rund	ADV	rund
herum	ADV	herum
alle	PIAT	alle
Nachbarn	NN	Nachbar
die	ART	die
reichste	ADJA	reich
Ernte	NN	Ernte
haben	VAFIN	haben
,	$,	,
so	ADV	so
bringen	VVFIN	bringen
die	ART	die
Äcker	NN	Acker
,	$,	,
die	PRELS	die
zu	APPR	zu
dem	ART	die
Vorwerke	NN	Vorwerke
gehören	VVFIN	gehören
,	$,	,
doch	KON	doch
kaum	ADV	kaum
die	ART	die
Aussaat	NN	Aussaat
wieder	ADV	wieder
.	$.	.
Alle	PIAT	alle
Jahre	NN	Jahr
macht	VVFIN	machen
das	ART	die
Viehsterben	NN	Viehsterben
die	ART	die
Ställe	NN	Stall
leer	ADJD	leer
.	$.	.
–	NN	–
STALENO	NE	STALENO
.	$.	.
Man	PIS	man
muß	VMFIN	müssen
also	ADV	also
kein	PIAT	keine
Vieh	NN	Vieh
darauf	PAV	darauf
halten	VVINF	halten
.	$.	.
MASKARILL	NE	MASKARILL
.	$.	.
Das	PDS	die
hat	VAFIN	haben
Herr	NN	Herr
Lelio	NE	Lelio
auch	ADV	auch
gedacht	VVPP	denken|gedenken
,	$,	,
und	KON	und
daher	PAV	daher
schon	ADV	schon
längst	ADV	längst
Schafe	NN	Schaf
und	KON	und
Rinder	NN	Rind
,	$,	,
Schweine	NN	Schwein
und	KON	und
Pferde	NN	Pferd
,	$,	,
Hühner	NN	Huhn
und	KON	und
Tauben	NN	Taube
verkauft	VVPP	verkaufen
.	$.	.
Allein	ADV	allein
,	$,	,
wenn	KOUS	wenn
das	ART	die
Viehsterben	NN	Viehsterben
keine	PIAT	keine
Ochsen	NN	Ochse
findet	VVFIN	finden
:	$.	:
–	ADJA	–
–	NN	–
was	PIS	was
meinen	VVFIN	meinen
Sie	PPER	Sie
wohl	ADV	wohl
?	$.	?
–	ADJA	–
–	NN	–
so	ADV	so
fällt	VVFIN	fallen|fällen
es	PPER	es
die	ART	die
Menschen	NN	Mensch
an	PTKVZ	an
.	$.	.
STALENO	NE	STALENO
.	$.	.
Das	PDS	die
wäre	VAFIN	sein
!	$.	!
MASKARILL	NE	MASKARILL
.	$.	.
Ja	ADV	ja
gewiß	ADJD	gewiss
.	$.	.
Es	PPER	es
hat	VAFIN	haben
kein	PIAT	keine
Knecht	NN	Knecht
ein	ART	eine
halb	ADJD	halb
Jahr	NN	Jahr
da	ADV	da
ausgehalten	VVPP	aushalten
,	$,	,
und	KON	und
wenn	KOUS	wenn
er	PPER	er
auch	ADV	auch
eine	ART	eine
eiserne	ADJA	eisern
Gesundheit	NN	Gesundheit
gehabt	VAPP	haben
hätte	VAFIN	haben
.	$.	.
Die	ART	die
stärksten	ADJA	stark
Kerls	NN	Kerl
hat	VAFIN	haben
Herr	NN	Herr
Lelio	NE	Lelio
im	APPRART	in
Wendischen	NN	Wendischen
mieten	VVINF	mieten
lassen	VVINF	lassen
;	$.	;
aber	KON	aber
was	PWS	was
halfs	VVFIN	halfs
?	$.	?
das	ART	die
Frühjahr	NN	Frühjahr
kam	VVFIN	kommen
:	$.	:
weg	ADV	weg
waren	VAFIN	sein
sie	PPER	sie
.	$.	.
STALENO	NE	STALENO
.	$.	.
Je	ADV	je
nun	ADV	nun
!	$.	!
so	ADV	so
muß	VMFIN	müssen
mans	ADJD	mans
mit	APPR	mit
den	ART	die
Pommern	NN	Pommer
versuchen	VVINF	versuchen
.	$.	.
Das	PDS	die
sind	VAFIN	sein
Leute	NN	Leute
,	$,	,
die	PRELS	die
noch	ADV	noch
mehr	ADV	mehr
aushalten	VVINF	aushalten
können	VMINF	können
,	$,	,
als	KOUS	als
die	ART	die
Wenden	NN	Wende
;	$.	;
Leute	NN	Leute
,	$,	,
wie	KOUS	wie
Klotz	NE	Klotz
und	KON	und
Stein	NE	Stein
.	$.	.
MASKARILL	NE	MASKARILL
.	$.	.
Und	KON	und
der	ART	die
kleine	ADJA	klein
Busch	NN	Busch
,	$,	,
Herr	NN	Herr
Staleno	NE	Staleno
,	$,	,
der	PRELS	die
zu	APPR	zu
dem	ART	die
Vorwerke	NN	Vorwerke
gehört	VVFIN	gehören
–	NN	–
STALENO	NE	STALENO
.	$.	.
Nun	ADV	nun
?	$.	?
der	ART	die
Busch	NN	Busch
?	$.	?
MASKARILL	NE	MASKARILL
.	$.	.
Im	APPRART	in
ganzen	ADJA	ganz
Busche	NN	Busch
ist	VAFIN	sein
kein	PIAT	keine
Baum	NN	Baum
anzutreffen	VVIZU	antreffen
,	$,	,
in	APPR	in
den	PRELS	die
es	PPER	es
nicht	PTKNEG	nicht
entweder	KON	entweder
einmal	ADV	einmal
eingeschlagen	VVPP	einschlagen
hätte	VAFIN	haben
,	$,	,
–	ADJA	–
–	NN	–
STALENO	NE	STALENO
.	$.	.
Eingeschlagen	VVPP	einschlagen
?	$.	?
MASKARILL	NE	MASKARILL
.	$.	.
Oder	KON	oder
an	APPR	an
den	ART	die
sich	PRF	sich
nicht	PTKNEG	nicht
einmal	ADV	einmal
jemand	PIS	jemand
gehenkt	VVPP	henken
hätte	VAFIN	haben
.	$.	.
Lelio	NE	Lelio
ist	VAFIN	sein
dem	ART	die
abscheulichen	ADJA	abscheulich
Busche	NN	Busch
auch	ADV	auch
so	ADV	so
gram	ADJD	gram
,	$,	,
daß	KOUS	dass
er	PPER	er
ihn	PPER	er
noch	ADV	noch
alle	PIAT	alle
Tage	NN	Tag
lichter	ADJD	licht
machen	VVINF	machen
läßt	VVFIN	lassen
.	$.	.
Und	KON	und
glauben	VVFIN	glauben
Sie	PPER	Sie
wohl	ADV	wohl
,	$,	,
daß	KOUS	dass
er	PPER	er
das	ART	die
Holz	NN	Holz
,	$,	,
das	ART	die
darinne	NN	darinne
geschlagen	VVPP	schlagen
wird	VAFIN	werden
,	$,	,
fürs	APPRART	fürs
halbe	ADJA	halb
Geld	NN	Geld
verkauft	VVPP	verkaufen
?	$.	?
STALENO	NE	STALENO
.	$.	.
Das	PDS	die
ist	VAFIN	sein
schlecht	ADJD	schlecht
.	$.	.
MASKARILL	NE	MASKARILL
.	$.	.
Ei	NE	ei
!	$.	!
er	PPER	er
muß	VMFIN	müssen
wohl	ADV	wohl
;	$.	;
denn	KON	denn
die	ART	die
Leute	NN	Leute
,	$,	,
die	PRELS	die
es	PPER	es
kaufen	VVFIN	kaufen
,	$,	,
und	KON	und
brennen	VVINF	brennen
wollen	VMFIN	wollen
,	$,	,
wagen	VVFIN	wagen
erstaunend	ADJD	erstaunend
viel	PIS	viele
.	$.	.
Bei	APPR	bei
einigen	PIS	einige
hat	VAFIN	haben
es	PPER	es
die	ART	die
Öfen	NN	Ofen
eingeschmissen	VVPP	einschmeißen
,	$,	,
bei	APPR	bei
andern	PIS	andere
einen	ART	eine
so	ADV	so
stinkenden	ADJA	stinkend
Dampf	NN	Dampf
von	APPR	von
sich	PRF	sich
gegeben	VVPP	geben
,	$,	,
daß	KOUS	dass
die	ART	die
Magd	NN	Magd
vor	APPR	vor
dem	ART	die
Herde	NN	Herd|Herde
dem	PDS	die
Koche	VVFIN	kochen
ohnmächtig	ADJD	ohnmächtig
in	APPR	in
die	ART	die
Arme	NN	Arm|Arme
gefallen	VVPP	fallen|gefallen
ist	VAFIN	sein
.	$.	.
STALENO	NE	STALENO
.	$.	.
Aber	ADV	aber
,	$,	,
Maskarill	NE	Maskarill
,	$,	,
lügst	VVFIN	lügen
du	PPER	du
wohl	ADV	wohl
nicht	PTKNEG	nicht
?	$.	?
MASKARILL	NE	MASKARILL
.	$.	.
Ich	PPER	ich
lüge	VVFIN	lügen
nicht	PTKNEG	nicht
,	$,	,
mein	PPOSAT	mein
Herr	NN	Herr
,	$,	,
wenn	KOUS	wenn
ich	PPER	ich
Ihnen	PPER	Sie
sage	VVFIN	sagen
,	$,	,
daß	KOUS	dass
ich	PPER	ich
gar	ADV	gar
